#,Job_ID,WeatherFile,ModelFile,@@P1_Wall_R@@,@@P2_Roof_R@@,@@P3_Roof_Abs@@,@@P4_U@@,@@P4_SHGC@@,@@P4_VT@@,@@P5_COP@@,@@P6_ClgSetp@@,@@P7_LPD@@,Message,Warnings,Errors,Hours,Minutes,Seconds,Scenario,Climate_DeltaT,Total_Site_Energy_GJ,EUI_MJ_m2,Building_Area_m2,Cooling_Elec_GJ,IntLighting_Elec_GJ,IntEquip_Elec_GJ,Fans_Elec_GJ,Pumps_Elec_GJ,Electricity_EndUse_GJ,NaturalGas_EndUse_GJ,EUI_kWh_m2
94,LHS-000094,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,4.94388738734588,0.37,1.5,0.13,0.17,3.39928881549157,25.0,6.0,EnergyPlus Completed Successfully,7966260,8,0,1,54.0,9,3.144,2333.24,468.32,4982.19,1141.23,211.85,705.43,104.77,0.15,2224.6,108.64,130.089
95,LHS-000095,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,6.19388738734588,0.37,1.6,0.19,0.27,4.4,24.5,4.6,EnergyPlus Completed Successfully,7551484,15,0,1,45.79,9,3.144,2050.42,411.55,4982.19,897.56,162.43,705.43,115.0,0.15,1941.69,108.73,114.319
96,LHS-000096,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,6.19388738734588,0.45,1.5,0.17,0.24,4.4,25.5,4.0,EnergyPlus Completed Successfully,8595499,0,0,1,41.41,9,3.144,2016.68,404.78,4982.19,899.26,141.64,705.43,100.5,0.15,1908.08,108.6,112.439
97,LHS-000097,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,5.56888738734588,0.23,1.5,0.17,0.24,3.9,26.0,4.0,EnergyPlus Completed Successfully,9102111,10,0,2,2.57,9,3.144,2167.85,435.12,4982.19,1062.23,141.64,705.43,88.77,0.15,2059.32,108.53,120.867
98,LHS-000098,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,5.56888738734588,0.37,2.86184304,0.219,0.2409,3.9,24.5,4.6,EnergyPlus Completed Successfully,8049231,11,0,1,50.22,9,3.144,2306.11,462.87,4982.19,1140.0,162.62,705.43,128.03,0.15,2197.35,108.76,128.575
99,LHS-000099,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,4.94388738734588,0.23,1.5,0.13,0.17,3.65,26.0,6.0,EnergyPlus Completed Successfully,8982782,0,0,1,50.41,9,3.144,2277.88,457.2,4982.19,1117.14,211.85,705.43,73.6,0.15,2169.35,108.53,127.0
100,LHS-000100,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,5.56888738734588,0.3,1.6,0.19,0.27,3.9,25.0,4.0,EnergyPlus Completed Successfully,8120877,0,0,1,36.89,9,3.144,2159.34,433.41,4982.19,1021.79,141.37,705.43,120.84,0.15,2050.69,108.65,120.392
101,LHS-000101,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,5.56888738734588,0.23,1.6,0.19,0.27,4.15,24.5,6.0,EnergyPlus Completed Successfully,7557239,13,0,1,44.44,9,3.144,2166.08,434.77,4982.19,969.7,209.7,705.43,111.2,0.15,2057.35,108.73,120.769
102,LHS-000102,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,4.31888738734588,0.3,2.86184304,0.219,0.2409,3.9,25.0,6.0,EnergyPlus Completed Successfully,8527692,12,0,1,58.04,9,3.144,2316.96,465.05,4982.19,1116.99,209.96,705.43,114.58,0.15,2208.29,108.68,129.181
103,LHS-000103,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,6.19388738734588,0.37,2.86184304,0.219,0.2409,3.39928881549157,24.0,6.66362,EnergyPlus Completed Successfully,7890711,0,0,1,27.61,9,3.144,2460.72,493.9,4982.19,1232.43,231.98,705.43,120.7,0.15,2351.88,108.85,137.194
104,LHS-000104,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,4.94388738734588,0.37,2.86184304,0.219,0.2409,3.65,26.0,6.0,EnergyPlus Completed Successfully,9337345,0,0,1,44.65,9,3.144,2385.28,478.76,4982.19,1210.67,209.96,705.43,89.37,0.15,2276.74,108.54,132.989
105,LHS-000105,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,6.81888738734588,0.23,1.5,0.17,0.24,4.15,25.0,4.6,EnergyPlus Completed Successfully,8237390,0,0,1,42.3,9,3.144,2137.39,429.01,4982.19,980.9,162.74,705.43,118.39,0.15,2028.73,108.66,119.169
106,LHS-000106,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,4.94388738734588,0.37,1.5,0.17,0.24,3.39928881549157,25.5,6.0,EnergyPlus Completed Successfully,8720988,0,0,1,43.16,9,3.144,2482.43,498.26,4982.19,1289.35,210.12,705.43,107.6,0.15,2373.82,108.6,138.406
107,LHS-000107,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,6.19388738734588,0.23,1.5,0.15,0.2,3.39928881549157,24.0,5.3,EnergyPlus Completed Successfully,7800121,0,0,1,34.61,9,3.144,2297.77,461.2,4982.19,1129.28,187.53,705.43,105.39,0.15,2188.93,108.84,128.111
108,LHS-000108,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,4.94388738734588,0.45,1.5,0.17,0.24,4.15,25.0,4.0,EnergyPlus Completed Successfully,8049696,8,0,1,49.54,9,3.144,2078.51,417.19,4982.19,942.89,141.64,705.43,118.64,0.15,1969.86,108.65,115.886
109,LHS-000109,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,4.94388738734588,0.23,1.5,0.15,0.2,3.9,25.5,4.0,EnergyPlus Completed Successfully,8710781,0,0,1,44.88,9,3.144,2220.73,445.73,4982.19,1082.92,142.14,705.43,120.39,0.15,2112.13,108.6,123.814
110,LHS-000110,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,4.94388738734588,0.45,1.5,0.17,0.24,3.65,25.5,5.3,EnergyPlus Completed Successfully,8605390,0,0,1,39.51,9,3.144,2259.95,453.61,4982.19,1105.91,186.87,705.43,91.86,0.15,2151.35,108.6,126.003
111,LHS-000111,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,6.81888738734588,0.45,1.5,0.13,0.17,3.39928881549157,26.0,4.6,EnergyPlus Completed Successfully,8971002,17,0,1,58.22,9,3.144,2283.85,458.4,4982.19,1169.51,164.08,705.43,75.04,0.15,2175.33,108.52,127.333
112,LHS-000112,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,6.81888738734588,0.45,2.86184304,0.219,0.2409,3.65,24.5,5.3,EnergyPlus Completed Successfully,7882911,12,0,1,52.08,9,3.144,2356.86,473.06,4982.19,1173.83,186.72,705.43,120.83,0.15,2248.11,108.75,131.406
113,LHS-000113,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,6.19388738734588,0.45,1.6,0.19,0.27,3.39928881549157,25.5,4.6,EnergyPlus Completed Successfully,8660308,10,0,1,58.05,9,3.144,2356.31,472.95,4982.19,1215.96,162.43,705.43,102.61,0.15,2247.71,108.6,131.375
114,LHS-000114,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,5.56888738734588,0.3,1.5,0.17,0.24,3.65,24.0,6.66362,EnergyPlus Completed Successfully,7787035,0,0,1,31.7,9,3.144,2302.04,462.05,4982.19,1085.94,232.16,705.43,108.34,0.15,2193.2,108.84,128.347
115,LHS-000115,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,4.94388738734588,0.37,1.5,0.13,0.17,4.4,25.0,4.6,EnergyPlus Completed Successfully,7938912,11,0,1,49.58,9,3.144,2041.71,409.8,4982.19,886.58,164.08,705.43,115.7,0.15,1933.06,108.65,113.833
116,LHS-000116,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,4.31888738734588,0.23,1.5,0.15,0.2,3.39928881549157,25.5,6.66362,EnergyPlus Completed Successfully,8599435,0,0,1,51.31,9,3.144,2400.41,481.8,4982.19,1202.46,232.99,705.43,89.59,0.15,2291.81,108.6,133.833
117,LHS-000117,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,4.31888738734588,0.45,1.5,0.13,0.17,4.4,24.5,4.0,EnergyPlus Completed Successfully,7476980,12,0,1,42.41,9,3.144,2033.41,408.14,4982.19,895.87,142.8,705.43,119.35,0.15,1924.69,108.72,113.372
118,LHS-000118,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,5.56888738734588,0.3,2.86184304,0.219,0.2409,4.4,25.0,5.3,EnergyPlus Completed Successfully,8616149,15,0,1,58.37,9,3.144,2208.2,443.22,4982.19,1023.97,186.72,705.43,122.09,0.15,2099.51,108.68,123.117
119,LHS-000119,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,4.31888738734588,0.37,1.5,0.15,0.2,3.65,25.5,4.6,EnergyPlus Completed Successfully,8545734,0,0,1,42.32,9,3.144,2211.23,443.83,4982.19,1078.44,163.32,705.43,94.17,0.15,2102.63,108.59,123.286
120,LHS-000120,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,6.19388738734588,0.3,1.6,0.19,0.27,4.4,25.0,5.3,EnergyPlus Completed Successfully,8462674,12,0,1,56.47,9,3.144,2165.22,434.59,4982.19,986.06,186.5,705.43,117.26,0.15,2056.55,108.67,120.719
121,LHS-000121,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,6.19388738734588,0.3,1.5,0.15,0.2,3.39928881549157,24.0,5.3,EnergyPlus Completed Successfully,7772999,14,0,1,43.09,9,3.144,2310.26,463.7,4982.19,1140.31,187.53,705.43,106.85,0.15,2201.42,108.84,128.806
122,LHS-000122,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,6.19388738734588,0.37,2.86184304,0.219,0.2409,3.9,24.5,5.3,EnergyPlus Completed Successfully,7738919,8,0,1,48.04,9,3.144,2236.76,448.95,4982.19,1058.09,186.72,705.43,116.47,0.15,2128.01,108.74,124.708
123,LHS-000123,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,5.56888738734588,0.23,1.5,0.13,0.17,4.15,24.5,4.6,EnergyPlus Completed Successfully,7369113,0,0,1,26.22,9,3.144,2076.54,416.79,4982.19,921.86,164.08,705.43,115.18,0.15,1967.82,108.72,115.775
124,LHS-000124,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,4.94388738734588,0.45,1.6,0.19,0.27,4.15,24.0,6.66362,EnergyPlus Completed Successfully,8044430,12,0,1,49.83,9,3.144,2280.54,457.74,4982.19,1045.53,231.7,705.43,127.69,0.15,2171.69,108.85,127.15
125,LHS-000125,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,6.19388738734588,0.37,2.86184304,0.219,0.2409,4.15,24.0,5.3,EnergyPlus Completed Successfully,7907031,8,0,1,44.39,9,3.144,2175.03,436.56,4982.19,992.53,186.72,705.43,120.2,0.15,2066.19,108.85,121.267
126,LHS-000126,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,6.81888738734588,0.45,2.86184304,0.219,0.2409,3.9,25.0,4.6,EnergyPlus Completed Successfully,8660550,18,0,2,0.39,9,3.144,2316.16,464.89,4982.19,1153.26,162.62,705.43,124.89,0.15,2207.48,108.68,129.136
127,LHS-000127,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,6.19388738734588,0.23,1.6,0.19,0.27,3.39928881549157,25.5,4.6,EnergyPlus Completed Successfully,8678051,8,0,1,59.25,9,3.144,2322.42,466.15,4982.19,1183.18,162.43,705.43,101.51,0.15,2213.82,108.6,129.486
128,LHS-000128,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,4.31888738734588,0.37,1.5,0.13,0.17,3.39928881549157,24.5,6.66362,EnergyPlus Completed Successfully,7398955,13,0,1,42.07,9,3.144,2401.02,481.92,4982.19,1182.96,234.08,705.43,108.49,0.15,2292.3,108.72,133.867
129,LHS-000129,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,4.31888738734588,0.23,1.5,0.15,0.2,3.39928881549157,24.5,5.3,EnergyPlus Completed Successfully,7686240,14,0,1,48.55,9,3.144,2412.14,484.15,4982.19,1230.46,187.53,705.43,118.68,0.15,2303.4,108.74,134.486
130,LHS-000130,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,5.56888738734588,0.3,1.5,0.15,0.2,4.4,26.0,4.6,EnergyPlus Completed Successfully,9151638,17,0,2,2.44,9,3.144,2111.01,423.71,4982.19,977.99,163.32,705.43,94.47,0.15,2002.48,108.53,117.697
131,LHS-000131,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,5.56888738734588,0.37,1.5,0.13,0.17,3.9,25.5,6.66362,EnergyPlus Completed Successfully,8668164,0,0,1,39.05,9,3.144,2317.7,465.2,4982.19,1107.43,234.08,705.43,100.81,0.15,2209.1,108.6,129.222
132,LHS-000132,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,6.81888738734588,0.45,1.5,0.15,0.2,3.39928881549157,24.0,6.0,EnergyPlus Completed Successfully,7790878,14,0,1,42.04,9,3.144,2333.85,468.44,4982.19,1142.31,210.87,705.43,105.09,0.15,2225.01,108.83,130.122
133,LHS-000133,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,5.56888738734588,0.37,1.5,0.13,0.17,4.4,25.5,4.0,EnergyPlus Completed Successfully,8430820,12,0,2,1.02,9,3.144,1994.36,400.3,4982.19,877.6,142.8,705.43,98.68,0.15,1885.77,108.59,111.194
134,LHS-000134,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,4.94388738734588,0.23,2.86184304,0.219,0.2409,3.39928881549157,24.5,4.0,EnergyPlus Completed Successfully,7825204,16,0,1,50.05,9,3.144,2363.1,474.31,4982.19,1222.18,141.54,705.43,123.96,0.15,2254.36,108.75,131.753
135,LHS-000135,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,6.19388738734588,0.3,1.5,0.15,0.2,4.15,26.0,4.0,EnergyPlus Completed Successfully,9153287,9,0,2,7.58,9,3.144,2143.16,430.16,4982.19,1027.91,142.14,705.43,97.89,0.15,2034.63,108.53,119.489
136,LHS-000136,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,5.56888738734588,0.3,1.5,0.17,0.24,3.65,26.0,6.0,EnergyPlus Completed Successfully,9232122,0,0,1,46.36,9,3.144,2390.49,479.81,4982.19,1213.94,210.12,705.43,91.15,0.15,2281.95,108.54,133.281
137,LHS-000137,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,5.56888738734588,0.23,1.5,0.13,0.17,3.65,24.5,6.66362,EnergyPlus Completed Successfully,7273926,14,0,1,40.29,9,3.144,2268.45,455.31,4982.19,1055.94,234.08,705.43,102.94,0.15,2159.73,108.72,126.475
138,LHS-000138,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,4.94388738734588,0.37,1.5,0.17,0.24,3.65,24.0,5.3,EnergyPlus Completed Successfully,7991632,13,0,1,45.25,9,3.144,2349.69,471.62,4982.19,1160.68,186.87,705.43,126.58,0.15,2240.85,108.84,131.006
139,LHS-000139,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,4.94388738734588,0.3,1.6,0.19,0.27,3.9,25.0,6.0,EnergyPlus Completed Successfully,8237325,14,0,1,55.54,9,3.144,2235.55,448.71,4982.19,1043.46,209.7,705.43,106.97,0.15,2126.89,108.66,124.642
140,LHS-000140,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,4.94388738734588,0.3,1.5,0.17,0.24,3.9,26.0,4.6,EnergyPlus Completed Successfully,9253596,0,0,1,43.98,9,3.144,2251.1,451.83,4982.19,1117.49,162.74,705.43,95.62,0.15,2142.57,108.53,125.508
141,LHS-000141,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,6.81888738734588,0.45,1.6,0.19,0.27,3.9,25.5,4.6,EnergyPlus Completed Successfully,8698495,15,0,1,59.21,9,3.144,2176.16,436.79,4982.19,1039.11,162.43,705.43,99.32,0.15,2067.56,108.6,121.331
142,LHS-000142,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,6.81888738734588,0.37,1.5,0.15,0.2,4.15,24.0,4.6,EnergyPlus Completed Successfully,7832397,16,0,1,42.99,9,3.144,2113.71,424.25,4982.19,959.39,163.32,705.43,115.47,0.15,2004.88,108.84,117.847
143,LHS-000143,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,6.81888738734588,0.37,1.6,0.19,0.27,3.65,26.0,4.0,EnergyPlus Completed Successfully,9214765,0,0,1,46.38,9,3.144,2316.76,465.01,4982.19,1199.42,141.37,705.43,100.76,0.15,2208.23,108.53,129.169
144,LHS-000144,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,6.19388738734588,0.45,1.5,0.17,0.24,4.15,24.0,4.6,EnergyPlus Completed Successfully,7836969,16,0,1,44.39,9,3.144,2102.96,422.1,4982.19,952.45,162.74,705.43,112.22,0.15,1994.12,108.84,117.25
145,LHS-000145,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,6.81888738734588,0.23,1.5,0.17,0.24,3.65,24.5,4.6,EnergyPlus Completed Successfully,7450099,10,0,1,45.46,9,3.144,2228.5,447.29,4982.19,1074.01,162.74,705.43,116.32,0.15,2119.77,108.73,124.247
146,LHS-000146,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,6.81888738734588,0.23,1.5,0.15,0.2,4.4,24.0,4.0,EnergyPlus Completed Successfully,7806355,0,0,1,41.06,9,3.144,2032.18,407.89,4982.19,896.86,142.14,705.43,117.66,0.15,1923.34,108.84,113.303
147,LHS-000147,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,5.56888738734588,0.23,1.6,0.19,0.27,3.9,25.5,4.0,EnergyPlus Completed Successfully,8686657,15,0,1,56.69,9,3.144,2169.54,435.46,4982.19,1043.54,141.37,705.43,109.35,0.15,2060.94,108.6,120.961
148,LHS-000148,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,4.31888738734588,0.37,1.5,0.15,0.2,3.65,25.0,5.3,EnergyPlus Completed Successfully,8301984,0,0,1,36.71,9,3.144,2346.59,471.0,4982.19,1168.61,187.53,705.43,115.07,0.15,2237.93,108.66,130.833
149,LHS-000149,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,4.31888738734588,0.3,1.6,0.19,0.27,3.9,25.5,6.0,EnergyPlus Completed Successfully,8733963,0,0,1,44.13,9,3.144,2232.35,448.07,4982.19,1055.37,209.7,705.43,91.93,0.15,2123.75,108.6,124.464
150,LHS-000150,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,4.94388738734588,0.3,1.5,0.13,0.17,3.39928881549157,24.5,4.0,EnergyPlus Completed Successfully,7432221,16,0,1,44.51,9,3.144,2289.05,459.45,4982.19,1150.31,142.8,705.43,120.53,0.15,2180.33,108.72,127.625
151,LHS-000151,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,6.19388738734588,0.3,2.86184304,0.219,0.2409,4.4,25.5,4.6,EnergyPlus Completed Successfully,8793630,0,0,1,47.51,9,3.144,2128.39,427.2,4982.19,974.24,162.62,705.43,116.22,0.15,2019.78,108.6,118.667
152,LHS-000152,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,6.81888738734588,0.3,1.5,0.17,0.24,4.4,25.0,4.6,EnergyPlus Completed Successfully,8058565,8,0,1,51.91,9,3.144,2050.64,411.59,4982.19,896.04,162.74,705.43,116.51,0.15,1941.99,108.65,114.331
153,LHS-000153,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,6.19388738734588,0.45,1.5,0.13,0.17,4.15,24.0,6.0,EnergyPlus Completed Successfully,7860951,0,0,1,34.92,9,3.144,2217.7,445.13,4982.19,1007.75,211.85,705.43,122.51,0.15,2108.87,108.84,123.647
154,LHS-000154,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,5.56888738734588,0.37,1.5,0.15,0.2,4.15,26.0,6.0,EnergyPlus Completed Successfully,9178247,10,0,1,59.56,9,3.144,2234.3,448.46,4982.19,1058.8,210.87,705.43,89.35,0.15,2125.76,108.54,124.572
155,LHS-000155,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,4.31888738734588,0.23,1.5,0.13,0.17,3.65,24.0,4.6,EnergyPlus Completed Successfully,7843192,13,0,1,47.35,9,3.144,2292.88,460.22,4982.19,1128.45,164.08,705.43,124.82,0.15,2184.05,108.84,127.839
156,LHS-000156,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,4.94388738734588,0.23,2.86184304,0.219,0.2409,3.65,25.5,6.66362,EnergyPlus Completed Successfully,8778783,11,0,1,58.86,9,3.144,2383.38,478.38,4982.19,1176.08,231.98,705.43,99.93,0.15,2274.76,108.61,132.883
157,LHS-000157,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.7302,4.31888738734588,0.37,1.5,0.17,0.24,4.4,24.0,6.66362,EnergyPlus Completed Successfully,7807312,9,0,1,43.42,9,3.144,2134.45,428.42,4982.19,915.67,232.16,705.43,111.02,0.15,2025.62,108.84,119.006
158,LHS-000158,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,6.81888738734588,0.3,1.5,0.13,0.17,3.9,26.0,6.0,EnergyPlus Completed Successfully,8919640,15,0,1,56.37,9,3.144,2184.97,438.56,4982.19,1028.4,211.85,705.43,69.44,0.15,2076.44,108.53,121.822
159,LHS-000159,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,5.56888738734588,0.45,2.86184304,0.219,0.2409,3.39928881549157,24.5,6.66362,EnergyPlus Completed Successfully,7762674,0,0,1,33.97,9,3.144,2449.83,491.72,4982.19,1228.84,231.98,705.43,113.5,0.15,2341.09,108.74,136.589
160,LHS-000160,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.3552,6.81888738734588,0.3,1.5,0.17,0.24,3.9,26.0,6.0,EnergyPlus Completed Successfully,9124387,12,0,2,1.17,9,3.144,2224.17,446.42,4982.19,1064.01,210.12,705.43,74.75,0.15,2115.63,108.54,124.006
161,LHS-000161,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,0.4802,4.94388738734588,0.45,2.86184304,0.219,0.2409,4.15,24.5,4.0,EnergyPlus Completed Successfully,8106232,0,0,1,35.95,9,3.144,2217.45,445.08,4982.19,1070.82,141.54,705.43,129.65,0.15,2108.69,108.76,123.633
162,LHS-000162,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,2.9802,6.19388738734588,0.37,1.6,0.19,0.27,4.4,25.0,5.3,EnergyPlus Completed Successfully,8135568,0,0,1,42.83,9,3.144,2085.2,418.53,4982.19,913.1,186.5,705.43,110.21,0.15,1976.54,108.66,116.258
163,LHS-000163,9_HCM_MRI-ESM2-0_SSP585_2080.epw,ASHRAE901_OfficeMedium_STD2019_HoChiMinh.idf,1.1052,6.81888738734588,0.37,1.5,0.15,0.2,3.9,24.0,4.6,EnergyPlus Completed Successfully,7832397,16,0,1,44.01,9,3.144,2175.21,436.6,4982.19,1020.88,163.32,705.43,115.47,0.15,2066.37,108.84,121.278
